Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
cloud-interc-003549,Cloud Interconnect,5715.7139,Hours,us-east1,11.39,8.54,4898265115.0,15744775946.0,2024-02-13,2024-02-20,0.26308696,1442.25946733,1442.259467,121149.7953
cloud-memory-003550,Cloud Memorystore,1452.4224,Hours,europe-west3,20.98,70.7,222565311.0,389589000.0,2023-03-06,2023-03-20,0.10361048,160.67112893,160.671129,13496.3748
cloud-memory-003551,Cloud Memorystore,5319.774,Hours,europe-west1,32.91,82.04,62498054.0,249851240.0,2023-09-15,2023-10-15,0.18836816,1064.48890463,1064.488905,89417.068
dataflow-003552,Dataflow,4122.9024,Hours,asia-northeast1,67.68,66.86,2360759154.0,309825127.0,2024-01-13,2024-01-14,0.02304507,101.84421519,101.844215,8554.9141
cloud-armor-003553,Cloud Armor,1431775.5827,Requests,us-central1,1.64,0.1,66279695.0,34757921.0,2024-11-20,2024-12-04,1.32e-06,1.97497139,1.974971,165.8976
dataflow-003554,Dataflow,155.3684,Hours,asia-northeast1,75.63,83.46,1391140747.0,661739420.0,2024-08-13,2024-09-12,0.0205184,3.42776782,3.427768,287.9325
cloud-load-b-003555,Cloud Load Balancing,5393.935,Hours,northamerica-northeast1,21.57,25.15,23348256959.0,1834657843.0,2024-07-14,2024-07-28,0.00902337,48.24130801,48.241308,4052.2699
ai-platform-003556,AI Platform,14.8924,Hours,asia-southeast1,80.03,72.22,129136744.0,28465740.0,2023-01-19,2023-01-26,0.77966704,12.20333746,12.203337,1025.0803
ai-platform-003557,AI Platform,21.8294,Hours,asia-northeast1,80.69,75.97,100952536.0,27089201.0,2024-09-29,2024-10-29,0.68092224,17.11400114,17.114001,1437.5761
dataflow-003558,Dataflow,3019.9087,Hours,asia-northeast1,76.41,92.5,1236278889.0,1845438069.0,2023-06-03,2023-06-17,0.03672081,122.94205152,122.942052,10327.1323
pub-sub-003559,Pub/Sub,1263.3422,GB,us-west1,16.93,18.42,708339844.0,1473471395.0,2024-03-16,2024-04-16,0.05388272,67.75097749,67.750977,5691.0821
cloud-vpn-003560,Cloud VPN,2982.3966,Hours,us-east1,2.2,7.72,2014371896.0,5057871052.0,2024-04-09,2024-04-23,0.10232198,292.18524342,292.185243,24543.5604
cloud-datapr-003561,Cloud Dataproc,1135.7209,Hours,asia-northeast1,48.51,63.41,2132033101.0,71211752.0,2023-06-18,2023-07-02,0.03081918,38.64760073,38.647601,3246.3985
compute-engi-003562,Compute Engine,1921.1433,Hours,asia-southeast1,33.67,36.08,1377397040.0,99250175.0,2023-05-16,2023-05-30,3.44323649,7506.52049695,7506.520497,630547.7217
cloud-sql-003563,Cloud SQL,2727.3439,Hours,europe-west1,30.48,43.72,33975263311.0,807413438.0,2024-12-13,2025-01-12,2.18216322,6371.46811146,6371.468111,535203.3214
container-re-003564,Container Registry,1286.9936,GB,southamerica-east1,13.74,12.61,217758439.0,396371847.0,2024-03-06,2024-03-20,0.026,38.62156862,38.621569,3244.2118
container-re-003565,Container Registry,382.7631,GB,us-east1,16.76,20.55,205590357.0,78300131.0,2024-08-08,2024-09-08,0.026,9.98985522,9.989855,839.1478
cloud-build-003566,Cloud Build,7.5775,Hours,us-central1,61.06,49.54,24181830.0,12518164.0,2023-04-04,2023-05-04,0.0039263,0.03053182,0.030532,2.5647
ai-platform-003567,AI Platform,36.3575,Hours,southamerica-east1,82.14,74.0,949113267.0,20945318.0,2024-11-19,2024-12-19,1.56013056,66.74143746,66.741437,5606.2807
cloud-endpoi-003568,Cloud Endpoints,23075.6609,Requests,asia-northeast1,1.25,8.63,82478729.0,2900617.0,2023-05-29,2023-05-30,4.87e-06,0.12065537,0.120655,10.1351
ai-platform-003569,AI Platform,5.4312,Hours,europe-west1,64.07,59.53,35704580.0,271174618.0,2024-05-12,2024-06-11,1.32992423,7.87235715,7.872357,661.278
container-re-003570,Container Registry,426.4259,GB,northamerica-northeast1,10.54,21.03,499217597.0,824730126.0,2023-10-18,2023-11-01,0.026,11.80684102,11.806841,991.7746
cloud-run-003571,Cloud Run,84.637,Hours,southamerica-east1,69.35,75.13,248804996.0,12421799.0,2024-04-20,2024-05-04,0.00016638,0.01618844,0.016188,1.3598
cloud-run-003572,Cloud Run,220.5354,Hours,northamerica-northeast1,48.07,60.65,321000988.0,154524483.0,2024-02-15,2024-02-22,0.00011903,0.02634147,0.026341,2.2127
cloud-interc-003573,Cloud Interconnect,1903.3409,Hours,asia-northeast1,13.67,15.71,17927484096.0,9453404407.0,2024-03-05,2024-04-04,0.20640143,428.94328271,428.943283,36031.2357
firestore-003574,Firestore,14295.1709,Requests,asia-east1,10.74,19.14,652380441.0,19455010.0,2023-09-21,2023-10-21,1.09e-06,0.01732911,0.017329,1.4556
cloud-memory-003575,Cloud Memorystore,1197.4958,Hours,europe-west1,71.97,94.46,1173315255.0,319880489.0,2024-12-16,2024-12-23,0.12435085,157.00938209,157.009382,13188.7881
cloud-nat-003576,Cloud NAT,1160.2708,Hours,europe-north1,4.44,0.4,167576240.0,6911141541.0,2024-08-01,2024-08-15,0.00517963,6.60527802,6.605278,554.8434
cloud-armor-003577,Cloud Armor,925727.9087,Requests,asia-northeast1,7.39,2.83,4298634.0,24279672.0,2024-10-12,2024-11-11,1.182e-05,11.76080965,11.76081,987.908
cloud-nat-003578,Cloud NAT,4102.5442,Hours,australia-southeast1,7.13,4.92,1021134614.0,1146712788.0,2023-11-25,2023-12-02,0.00634208,30.693146,30.693146,2578.2243
kubernetes-e-003579,Kubernetes Engine,959.7639,Hours,asia-east1,80.25,81.32,808296946.0,779259323.0,2023-07-03,2023-07-17,0.05761146,62.47214085,62.472141,5247.6598
cloud-sql-003580,Cloud SQL,1537.3187,Hours,europe-west3,46.44,66.98,6665455082.0,828953766.0,2024-11-21,2024-11-28,3.45628188,6007.58442956,6007.58443,504637.0921
cloud-load-b-003581,Cloud Load Balancing,3413.8208,Hours,us-central1,14.59,26.05,4678415338.0,3898805454.0,2023-10-24,2023-11-24,0.01751305,58.13662268,58.136623,4883.4763
cloud-vpn-003582,Cloud VPN,7227.3482,Hours,europe-west1,0.1,0.1,1372836135.0,4055622636.0,2024-09-18,2024-10-02,0.09139475,703.60837597,703.608376,59103.1036
cloud-run-003583,Cloud Run,1824.5583,Hours,australia-southeast1,10.79,21.79,53642508.0,176292926.0,2023-11-02,2023-12-03,0.00021242,0.45556545,0.455565,38.2675
cloud-interc-003584,Cloud Interconnect,1383.8908,Hours,us-west1,4.68,0.1,3557495839.0,3106673271.0,2023-08-15,2023-08-29,0.08284727,120.84134383,120.841344,10150.6729
cloud-interc-003585,Cloud Interconnect,7324.9781,Hours,us-central1,11.75,5.04,1235335407.0,4394307098.0,2023-05-05,2023-05-19,0.31508972,2399.20251956,2399.20252,201533.0116
pub-sub-003586,Pub/Sub,52935.8557,GB,us-central1,20.76,37.0,505142349.0,224802817.0,2023-09-06,2023-10-06,0.04775436,2573.81328932,2573.813289,216200.3163
cloud-vpn-003587,Cloud VPN,6516.172,Hours,northamerica-northeast1,14.85,18.41,4713662257.0,8503588329.0,2023-10-19,2023-10-26,0.13770734,894.19654764,894.196548,75112.51
cloud-functi-003588,Cloud Functions,32382812.7559,Requests,asia-east1,25.35,33.39,137860007.0,247953064.0,2024-06-22,2024-07-22,1.87e-06,64.06887956,64.06888,5381.7859
cloud-data-f-003589,Cloud Data Fusion,8.7038,Hours,asia-southeast1,33.92,45.54,174939113.0,25869327.0,2023-08-18,2023-08-19,0.70710901,7.10684422,7.106844,596.9749
compute-engi-003590,Compute Engine,1256.4706,Hours,us-west1,36.33,38.76,1235335542.0,286499019.0,2024-05-03,2024-06-02,2.59453153,3233.01872537,3233.018725,271573.5729
cloud-vpc-003591,Cloud VPC,7430.4733,Hours,us-east1,1.64,5.35,500214760.0,1536652703.0,2024-06-18,2024-07-18,0.00189783,14.24774338,14.247743,1196.8104
cloud-data-f-003592,Cloud Data Fusion,150.2581,Hours,asia-northeast1,35.97,31.43,297011473.0,74706622.0,2023-01-09,2023-02-09,0.7287116,122.88896213,122.888962,10322.6728
bigquery-003593,BigQuery,822.1457,GB,us-west1,40.52,36.17,1271560936.0,61564662.0,2023-06-27,2023-07-04,0.00695083,5.97714642,5.977146,502.0803
cloud-load-b-003594,Cloud Load Balancing,1489.7674,Hours,europe-north1,24.39,28.81,4184205332.0,1479858993.0,2024-06-15,2024-06-29,0.02006584,31.0137749,31.013775,2605.1571
cloud-run-003595,Cloud Run,571.2357,Hours,europe-west1,30.97,35.66,16874622.0,526627771.0,2023-12-11,2023-12-25,0.00020901,0.12822435,0.128224,10.7708
cloud-cdn-003596,Cloud CDN,1306.9012,GB,asia-east1,1.49,12.02,123335176.0,3540277762.0,2023-09-08,2023-09-09,0.01480022,20.91626895,20.916269,1756.9666
cloud-interc-003597,Cloud Interconnect,3331.4718,Hours,europe-west3,18.61,17.66,3307757886.0,2225178968.0,2023-03-07,2023-03-14,0.30495809,1132.90895844,1132.908958,95164.3525
ai-platform-003598,AI Platform,126.4497,Hours,asia-southeast1,69.99,59.9,186203352.0,67974191.0,2023-12-31,2024-01-07,0.98185751,140.04717871,140.047179,11763.963
cloud-sql-003599,Cloud SQL,2716.165,Hours,europe-west1,38.87,62.66,659069090.0,373655189.0,2024-02-07,2024-03-08,2.08905619,5882.6389756,5882.638976,494141.674
cloud-datapr-003600,Cloud Dataproc,362.2778,Hours,europe-west1,45.75,68.15,321424849.0,79709785.0,2024-08-19,2024-09-02,0.0524218,19.80676598,19.806766,1663.7683
ai-platform-003601,AI Platform,1.6327,Hours,southamerica-east1,92.0,77.16,6991257.0,418088832.0,2024-03-16,2024-04-16,2.61559527,5.0105227,5.010523,420.8839
cloud-datapr-003602,Cloud Dataproc,186.8251,Hours,asia-northeast1,24.67,50.31,594211655.0,1391144871.0,2023-09-25,2023-10-25,0.02702373,5.70967877,5.709679,479.613
firestore-003603,Firestore,24987.9449,Requests,europe-west1,23.87,32.41,90570212.0,30821864.0,2024-02-11,2024-02-25,8.7e-07,0.02213392,0.022134,1.8592
cloud-vpc-003604,Cloud VPC,1214.0459,Hours,southamerica-east1,5.09,12.87,2389545564.0,1160442254.0,2024-01-15,2024-01-16,0.00901224,12.58952441,12.589524,1057.5201
cloud-datapr-003605,Cloud Dataproc,506.6931,Hours,europe-west3,59.93,64.79,46663239.0,111810060.0,2023-06-11,2023-07-12,0.01301369,7.4587206,7.458721,626.5325
cloud-endpoi-003606,Cloud Endpoints,35427.0333,Requests,australia-southeast1,7.33,12.08,41439564.0,43517192.0,2023-11-14,2023-11-28,1.398e-05,0.5823939,0.582394,48.9211
container-re-003607,Container Registry,284.1017,GB,asia-northeast1,29.03,27.83,548512469.0,235038530.0,2023-01-20,2023-02-03,0.026,7.93529615,7.935296,666.5649
cloud-run-003608,Cloud Run,942.1026,Hours,southamerica-east1,54.01,56.88,382563117.0,27396321.0,2024-12-10,2025-01-09,0.00019191,0.22259949,0.222599,18.6984
cloud-vpc-003609,Cloud VPC,6859.9304,Hours,asia-east1,4.43,8.1,1821467293.0,5780841158.0,2023-02-03,2023-03-05,0.00954587,70.870873,70.870873,5953.1533
cloud-load-b-003610,Cloud Load Balancing,3002.3703,Hours,us-west1,19.02,26.23,3965492905.0,3871528647.0,2024-12-25,2025-01-24,0.01276986,37.78693578,37.786936,3174.1026
pub-sub-003611,Pub/Sub,10558.163,GB,us-central1,18.43,23.08,3075300091.0,341372521.0,2023-02-21,2023-02-28,0.04269012,457.12453019,457.12453,38398.4605
dataflow-003612,Dataflow,1.7308,Hours,northamerica-northeast1,77.18,77.3,490820765.0,216255785.0,2024-03-24,2024-04-23,0.02285732,0.04112935,0.041129,3.4549
bigquery-003613,BigQuery,17.1309,GB,europe-north1,39.2,40.06,556285332.0,25127544.0,2023-08-01,2023-08-31,0.01527714,0.27374581,0.273746,22.9946
cloud-memory-003614,Cloud Memorystore,2928.7103,Hours,asia-east1,46.58,86.73,249733019.0,9654203.0,2023-06-17,2023-06-24,0.18975489,585.43022652,585.430227,49176.139
cloud-run-003615,Cloud Run,1798.1228,Hours,europe-west3,56.02,59.87,69896290.0,935933830.0,2023-12-13,2023-12-20,0.00018056,0.33758907,0.337589,28.3575
pub-sub-003616,Pub/Sub,399.5488,GB,asia-southeast1,32.26,38.69,25698727.0,50621333.0,2023-07-23,2023-07-30,0.04459954,19.28765499,19.287655,1620.163
cloud-endpoi-003617,Cloud Endpoints,97851.4305,Requests,asia-east1,10.39,15.96,8524356.0,78798139.0,2023-05-20,2023-05-21,1.849e-05,2.02393103,2.023931,170.0102
cloud-build-003618,Cloud Build,3.3775,Hours,australia-southeast1,62.1,61.95,32076026.0,10914690.0,2023-07-29,2023-08-28,0.00365838,0.01342022,0.01342,1.1273
cloud-functi-003619,Cloud Functions,15929042.9946,Requests,europe-west3,29.95,44.24,441240396.0,101405195.0,2024-04-24,2024-05-08,6.6e-07,11.81577128,11.815771,992.5248
cloud-run-003620,Cloud Run,10.7676,Hours,northamerica-northeast1,25.97,44.36,36333222.0,124338270.0,2024-01-09,2024-02-09,0.0002083,0.00233237,0.002332,0.1959
cloud-cdn-003621,Cloud CDN,59919.8186,GB,northamerica-northeast1,19.01,20.86,21426777615.0,4075346227.0,2024-09-16,2024-10-16,0.01178226,751.38073152,751.380732,63115.9814
kubernetes-e-003622,Kubernetes Engine,1831.5993,Hours,asia-east1,66.69,33.78,7391478795.0,622371122.0,2023-06-27,2023-07-04,0.0150445,31.19566307,31.195663,2620.4357
cloud-data-f-003623,Cloud Data Fusion,5.4909,Hours,australia-southeast1,49.67,61.27,68931838.0,22490312.0,2024-08-18,2024-09-17,0.76449081,4.72417904,4.724179,396.831
cloud-endpoi-003624,Cloud Endpoints,5671519.1899,Requests,asia-east1,13.71,15.85,16178735.0,142500866.0,2023-08-10,2023-08-17,2.439e-05,151.4931686,151.493169,12725.4262
bigquery-003625,BigQuery,18.7243,GB,asia-southeast1,47.78,43.71,309295251.0,6140858.0,2024-07-07,2024-07-14,0.04874925,1.02420534,1.024205,86.0332
cloud-vpn-003626,Cloud VPN,4343.6069,Hours,us-west1,5.73,3.57,1719413446.0,613691238.0,2023-01-17,2023-01-18,0.14576118,654.58171667,654.581717,54984.8642
dataflow-003627,Dataflow,24.0339,Hours,asia-southeast1,84.25,84.75,2260553045.0,86438427.0,2023-10-27,2023-10-28,0.0307706,0.83954099,0.839541,70.5214
kubernetes-e-003628,Kubernetes Engine,2838.2924,Hours,europe-west3,64.33,65.89,4850455924.0,31505941.0,2023-09-23,2023-10-23,0.07566826,241.65895675,241.658957,20299.3524
cloud-build-003629,Cloud Build,13.7864,Hours,northamerica-northeast1,59.53,50.3,101488794.0,25487096.0,2024-10-19,2024-11-18,0.00547452,0.08035595,0.080356,6.7499
cloud-run-003630,Cloud Run,634.1042,Hours,asia-northeast1,23.07,42.82,33003227.0,2635351498.0,2024-09-29,2024-10-29,0.0002097,0.14265581,0.142656,11.9831
cloud-functi-003631,Cloud Functions,4215722.0258,Requests,asia-east1,40.8,40.75,645324250.0,106175944.0,2024-01-31,2024-02-14,1.53e-06,6.89502387,6.895024,579.182
cloud-sql-003632,Cloud SQL,1055.374,Hours,asia-southeast1,34.42,52.5,4787913892.0,281982167.0,2024-11-24,2024-12-08,1.77866395,2091.77745335,2091.777453,175709.3061
cloud-armor-003633,Cloud Armor,128303.1925,Requests,asia-southeast1,4.14,4.02,13861720.0,9383861.0,2023-06-09,2023-06-23,1.916e-05,2.5704468,2.570447,215.9175
firestore-003634,Firestore,3222549.9983,Requests,europe-west1,9.75,31.3,146315106.0,51493355.0,2024-01-30,2024-02-13,1.46e-06,5.15334732,5.153347,432.8812
cloud-storag-003635,Cloud Storage,818.1006,GB,us-west1,5.74,15.05,19497832815.0,14017209977.0,2023-05-31,2023-07-01,0.01703522,14.03862157,14.038622,1179.2442
cloud-sql-003636,Cloud SQL,935.2964,Hours,us-central1,57.11,60.16,3766772463.0,2357748007.0,2023-03-20,2023-04-19,0.31144004,302.55813562,302.558136,25414.8834
bigquery-003637,BigQuery,1132.5332,GB,asia-northeast1,54.16,36.72,229164071.0,3094329837.0,2024-06-27,2024-07-11,0.01560678,19.74680417,19.746804,1658.7316
cloud-memory-003638,Cloud Memorystore,7148.9347,Hours,us-west1,53.95,77.42,439087175.0,129349208.0,2024-07-20,2024-08-03,0.1290111,957.78882766,957.788828,80454.2615
dataflow-003639,Dataflow,1556.1106,Hours,asia-northeast1,67.52,74.54,195133733.0,1373204016.0,2024-04-10,2024-05-10,0.03281291,58.10034705,58.100347,4880.4292
firestore-003640,Firestore,6474790.0019,Requests,asia-east1,26.96,33.27,129709066.0,43237392.0,2024-10-06,2024-11-06,1.02e-06,7.51395113,7.513951,631.1719
cloud-vpn-003641,Cloud VPN,1763.5536,Hours,us-central1,4.62,7.21,1147934140.0,272475155.0,2024-09-24,2024-10-01,0.10981776,188.3651289,188.365129,15822.6708
kubernetes-e-003642,Kubernetes Engine,1129.0737,Hours,asia-northeast1,62.42,50.49,349345681.0,7175725688.0,2024-05-20,2024-05-27,0.09147844,117.0276417,117.027642,9830.3219
cloud-nat-003643,Cloud NAT,2917.6096,Hours,us-west1,2.85,4.58,135224860.0,673219962.0,2023-09-18,2023-09-25,0.00263609,7.96637229,7.966372,669.1753
ai-platform-003644,AI Platform,2.0181,Hours,europe-west1,69.53,80.7,18584761.0,11793395.0,2023-10-24,2023-10-31,0.85857225,1.89388211,1.893882,159.0861
dataflow-003645,Dataflow,153.6282,Hours,europe-west1,49.63,75.03,2507149979.0,3311935399.0,2024-12-02,2025-01-01,0.0400722,6.83276199,6.832762,573.952
cloud-datapr-003646,Cloud Dataproc,756.2843,Hours,australia-southeast1,65.79,69.34,831868690.0,2212414464.0,2023-01-02,2023-02-01,0.0282121,25.47016233,25.470162,2139.4936
cloud-interc-003647,Cloud Interconnect,6915.3325,Hours,europe-north1,13.23,20.51,31887072713.0,41204324389.0,2023-11-06,2023-11-20,0.05833476,410.65815491,410.658155,34495.285
cloud-storag-003648,Cloud Storage,3024.5701,GB,southamerica-east1,18.83,27.91,7964743623.0,6009111846.0,2024-05-26,2024-06-25,0.0122895,42.95273499,42.952735,3608.0297
cloud-functi-003649,Cloud Functions,107392.3103,Requests,northamerica-northeast1,18.98,24.55,9578672.0,115358038.0,2023-01-22,2023-02-21,1.19e-06,0.12948342,0.129483,10.8766
dataflow-003650,Dataflow,1.8365,Hours,europe-west3,65.47,72.84,424301895.0,48496663.0,2024-06-03,2024-07-03,0.04547399,0.09080642,0.090806,7.6277
cloud-load-b-003651,Cloud Load Balancing,1383.8247,Hours,australia-southeast1,32.55,32.43,2403963374.0,9733402628.0,2024-11-29,2024-12-13,0.01993384,30.1629754,30.162975,2533.6899
cloud-data-f-003652,Cloud Data Fusion,3.9721,Hours,europe-west3,37.55,70.25,123998952.0,137923489.0,2024-03-13,2024-04-12,1.15548435,5.17385759,5.173858,434.604
compute-engi-003653,Compute Engine,1420.8606,Hours,us-west1,31.19,41.03,3134516521.0,5859877621.0,2023-11-21,2023-12-05,2.0410539,3037.6336491,3037.633649,255161.2265
cloud-spanne-003654,Cloud Spanner,1086.4538,Hours,northamerica-northeast1,35.5,63.39,26464853741.0,206763095.0,2023-11-23,2023-12-23,1.65325472,1833.51271135,1833.512711,154015.0678
cloud-cdn-003655,Cloud CDN,3000.8777,GB,asia-east1,13.33,22.82,15216693220.0,2277366603.0,2024-03-04,2024-03-05,0.01451284,48.62883709,48.628837,4084.8223
cloud-cdn-003656,Cloud CDN,2314.7078,GB,us-central1,13.59,19.18,1817789180.0,2398020944.0,2023-05-18,2023-05-19,0.01670153,40.56755956,40.56756,3407.675
cloud-data-f-003657,Cloud Data Fusion,1.6005,Hours,asia-southeast1,51.4,54.29,98096165.0,15117152.0,2024-08-29,2024-09-05,1.13545147,2.09048209,2.090482,175.6005
pub-sub-003658,Pub/Sub,905.8617,GB,europe-west3,13.31,25.23,338055515.0,67599581.0,2023-08-12,2023-08-13,0.04947414,49.84397778,49.843978,4186.8941
dataflow-003659,Dataflow,40.9591,Hours,us-west1,74.04,77.75,624050167.0,275366729.0,2024-08-18,2024-09-01,0.03184726,1.34671609,1.346716,113.1242
kubernetes-e-003660,Kubernetes Engine,5694.3953,Hours,asia-southeast1,55.43,73.37,338558807.0,466214965.0,2024-10-23,2024-11-06,0.07504479,454.17112862,454.171129,38150.3748
dataflow-003661,Dataflow,1.9104,Hours,asia-southeast1,90.71,84.88,92979691.0,254199889.0,2023-02-13,2023-02-27,0.04084604,0.08304555,0.083046,6.9758
compute-engi-003662,Compute Engine,2872.0657,Hours,southamerica-east1,50.83,29.54,640522539.0,3386468106.0,2023-01-28,2023-02-27,0.44596123,1467.52305008,1467.52305,123271.9362
cloud-datapr-003663,Cloud Dataproc,173.2475,Hours,us-west1,59.69,58.27,99108935.0,1010758948.0,2023-04-20,2023-04-27,0.08661999,15.40579174,15.405792,1294.0865
bigquery-003664,BigQuery,25349.2905,GB,europe-north1,55.6,45.07,1800471036.0,287894387.0,2024-08-10,2024-09-09,0.03669676,1003.83603715,1003.836037,84322.2271
cloud-data-f-003665,Cloud Data Fusion,272.4374,Hours,asia-northeast1,50.65,72.06,265440327.0,23354877.0,2024-10-19,2024-10-20,0.43020703,135.55241809,135.552418,11386.4031
cloud-data-f-003666,Cloud Data Fusion,29.1202,Hours,asia-northeast1,48.34,70.94,750992010.0,310089738.0,2024-01-17,2024-02-16,1.12494204,35.33352971,35.33353,2968.0165
cloud-build-003667,Cloud Build,100.2941,Hours,us-west1,83.82,61.56,22620045.0,112688884.0,2024-01-17,2024-02-16,0.00463032,0.47364051,0.473641,39.7858
cloud-vpc-003668,Cloud VPC,745.4645,Hours,northamerica-northeast1,0.1,6.7,3006464410.0,32921654688.0,2024-02-16,2024-02-23,0.00787218,5.81958476,5.819585,488.8451
cloud-build-003669,Cloud Build,17.2263,Hours,southamerica-east1,40.99,51.56,141878259.0,10850314.0,2023-12-01,2023-12-08,0.00416839,0.08193454,0.081935,6.8825
cloud-interc-003670,Cloud Interconnect,5258.4013,Hours,asia-southeast1,3.92,10.83,1036723715.0,2369184754.0,2024-11-20,2024-11-21,0.12994761,778.92466151,778.924662,65429.6716
cloud-storag-003671,Cloud Storage,763.2191,GB,northamerica-northeast1,1.4,10.64,17004497820.0,36797525035.0,2024-03-28,2024-04-27,0.02031053,16.58184891,16.581849,1392.8753
cloud-storag-003672,Cloud Storage,49.0472,GB,europe-west1,4.84,12.21,9105372793.0,1109882378.0,2024-02-02,2024-03-03,0.02092346,1.0629676,1.062968,89.2893
kubernetes-e-003673,Kubernetes Engine,4414.566,Hours,europe-north1,72.29,50.74,1160569354.0,258203759.0,2023-05-02,2023-06-01,0.02959404,135.34687129,135.346871,11369.1372
dataflow-003674,Dataflow,440.8005,Hours,asia-southeast1,74.85,80.1,1327514833.0,819114186.0,2023-04-25,2023-05-25,0.03062534,15.19950106,15.199501,1276.7581
cloud-cdn-003675,Cloud CDN,115.6861,GB,asia-southeast1,11.17,22.42,1895610633.0,6084733975.0,2023-03-18,2023-03-25,0.01628212,2.02011829,2.020118,169.6899
bigquery-003676,BigQuery,1341.4984,GB,europe-north1,42.04,34.13,420575567.0,158537812.0,2023-06-17,2023-07-17,0.0408127,55.91658746,55.916587,4696.9933
cloud-build-003677,Cloud Build,128.8631,Hours,europe-north1,66.18,71.73,44080261.0,20578480.0,2024-05-12,2024-06-12,0.00470506,0.66892432,0.668924,56.1896
firestore-003678,Firestore,7759862.8325,Requests,asia-northeast1,28.51,25.29,113202241.0,85516355.0,2023-04-03,2023-04-17,7.8e-07,6.52885821,6.528858,548.4241
pub-sub-003679,Pub/Sub,76528.1377,GB,europe-west3,17.06,23.42,870485076.0,777604075.0,2024-08-25,2024-09-24,0.04833055,3935.4786458,3935.478646,330580.2062
firestore-003680,Firestore,2592991.2599,Requests,southamerica-east1,11.85,22.2,365630662.0,353879256.0,2023-04-09,2023-05-09,8.4e-07,2.62329831,2.623298,220.3571
kubernetes-e-003681,Kubernetes Engine,6423.9826,Hours,southamerica-east1,78.09,73.9,1560941281.0,830196745.0,2023-01-21,2023-01-22,0.04800235,369.37407974,369.37408,31027.4227
ai-platform-003682,AI Platform,80.5554,Hours,us-west1,73.01,72.31,365734276.0,72488878.0,2024-12-05,2025-01-04,0.35575478,29.98053026,29.98053,2518.3645
cloud-memory-003683,Cloud Memorystore,1180.3958,Hours,australia-southeast1,41.31,86.03,264809112.0,12106196.0,2023-06-15,2023-07-15,0.08886946,123.97736715,123.977367,10414.0988
cloud-build-003684,Cloud Build,5.6442,Hours,asia-east1,52.48,47.8,73981391.0,5010428.0,2023-11-26,2023-12-26,0.00353838,0.02285215,0.022852,1.9196
cloud-endpoi-003685,Cloud Endpoints,10132.8823,Requests,southamerica-east1,10.66,15.52,14374947.0,54478131.0,2023-08-29,2023-09-28,1.259e-05,0.14764985,0.14765,12.4026
firestore-003686,Firestore,7839790.873,Requests,asia-southeast1,31.3,34.0,358067421.0,538869350.0,2024-03-03,2024-04-02,1.39e-06,11.73955382,11.739554,986.1225
cloud-vpn-003687,Cloud VPN,1963.1482,Hours,us-central1,7.49,6.39,621975046.0,348734321.0,2023-03-05,2023-03-06,0.11975065,239.07657193,239.076572,20082.432
cloud-data-f-003688,Cloud Data Fusion,285.853,Hours,northamerica-northeast1,43.75,48.08,119532564.0,36731333.0,2024-03-22,2024-04-22,0.50071385,149.39477285,149.394773,12549.1609
cloud-vpc-003689,Cloud VPC,1901.9585,Hours,australia-southeast1,4.38,9.75,19298212655.0,2005479833.0,2024-05-28,2024-06-27,0.00810643,18.28821994,18.28822,1536.2105
cloud-datapr-003690,Cloud Dataproc,523.3982,Hours,australia-southeast1,57.82,60.64,509770399.0,209395036.0,2024-05-10,2024-05-24,0.05550924,32.99720535,32.997205,2771.7652
container-re-003691,Container Registry,2384.2297,GB,asia-northeast1,3.35,2.95,136894890.0,1280812059.0,2024-10-08,2024-11-08,0.026,69.76029442,69.760294,5859.8647
pub-sub-003692,Pub/Sub,3.3402,GB,europe-west3,3.32,14.71,2684805295.0,127505113.0,2023-07-01,2023-07-15,0.0530216,0.19707746,0.197077,16.5545
cloud-interc-003693,Cloud Interconnect,1170.1164,Hours,asia-northeast1,18.39,8.84,1854269676.0,15973867858.0,2023-01-01,2023-02-01,0.3487208,451.79607326,451.796073,37950.8702
cloud-data-f-003694,Cloud Data Fusion,2.7305,Hours,australia-southeast1,46.16,72.54,8349799.0,28285105.0,2023-08-20,2023-09-19,0.92207287,2.74288279,2.742883,230.4022
cloud-storag-003695,Cloud Storage,13.2133,GB,us-west1,1.69,3.97,1725279403.0,679338917.0,2023-08-18,2023-09-01,0.01879477,0.26196201,0.261962,22.0048
kubernetes-e-003696,Kubernetes Engine,4242.7732,Hours,asia-northeast1,75.71,69.33,3352525959.0,882450595.0,2024-06-25,2024-07-09,0.07878285,372.28136328,372.281363,31271.6345
firestore-003697,Firestore,1845916.8484,Requests,asia-east1,10.35,11.69,61893142.0,67330561.0,2024-02-20,2024-03-22,1.06e-06,2.10390401,2.103904,176.7279
container-re-003698,Container Registry,473.8666,GB,asia-east1,16.89,25.56,3313606737.0,2562424539.0,2024-03-08,2024-04-07,0.026,13.89800701,13.898007,1167.4326
cloud-data-f-003699,Cloud Data Fusion,34.7629,Hours,asia-east1,55.55,61.86,196621606.0,90680861.0,2024-10-12,2024-11-11,0.43538348,16.48968261,16.489683,1385.1333
